Epochs,1det_loss,1cls_loss,1box_loss,1reg_l2_loss,1loss,1learning_rate,1gradient_norm,1val_det_loss,1val_cls_loss,1val_box_loss,1val_reg_l2_loss,1val_loss,2det_loss,2cls_loss,2box_loss,2reg_l2_loss,2loss,2learning_rate,2gradient_norm,2val_det_loss,2val_cls_loss,2val_box_loss,2val_reg_l2_loss,2val_loss,3det_loss,3cls_loss,3box_loss,3reg_l2_loss,3loss,3learning_rate,3gradient_norm,3val_det_loss,3val_cls_loss,3val_box_loss,3val_reg_l2_loss,3val_loss,4det_loss,4cls_loss,4box_loss,4reg_l2_loss,4loss,4learning_rate,4gradient_norm,4val_det_loss,4val_cls_loss,4val_box_loss,4val_reg_l2_loss,4val_loss,5det_loss,5cls_loss,5box_loss,5reg_l5_loss,5loss,5learning_rate,5gradient_norm,5val_det_loss,5val_cls_loss,5val_box_loss,5val_reg_l5_loss,5val_loss,6det_loss,6cls_loss,6box_loss,6reg_l2_loss,6loss,6learning_rate,6gradient_norm,6val_det_loss,6val_cls_loss,6val_box_loss,6val_reg_l2_loss,6val_loss,7det_loss,7cls_loss,7box_loss,7reg_l2_loss,7loss,7learning_rate,7gradient_norm,7val_det_loss,7val_cls_loss,7val_box_loss,7val_reg_l2_loss,7val_loss,8det_loss,8cls_loss,8box_loss,8reg_l2_loss,8loss,8learning_rate,8gradient_norm,8val_det_loss,8val_cls_loss,8val_box_loss,8val_reg_l2_loss,8val_loss,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data,5-Old-Data
80,0.2142,0.1735,8.14E-04,0.108,0.3222,4.65E-04,2.2957,0.3654,0.2882,0.0015,0.108,0.4734,0.2999,0.2093,0.0018,0.1081,0.4081,4.65E-04,2.8655,0.5578,0.348,0.0042,0.1081,0.6659,0.2916,0.2199,0.0014,0.1082,0.3998,4.65E-04,5.4349,0.4491,0.2893,0.0032,0.1082,0.5572,0.2277,0.1804,9.47E-04,0.108,0.3357,4.65E-04,2.2387,0.4796,0.3914,0.0018,0.108,0.5875,0.271,0.2043,0.0013,0.108,0.379,4.65E-04,4.4045,0.2075,0.1786,5.79E-04,0.108,0.3155,0.3348,0.238,0.0019,0.1081,0.4429,4.65E-04,4.8393,1.0293,0.7046,0.0065,0.1081,1.1374,0.3235,0.2398,0.0017,0.1079,0.4314,0.000465,4.1793,0.2952,0.2093,0.0017,0.1079,0.4031,0.271,0.2043,0.0013,0.108,0.379,4.65E-04,4.4045,0.2075,0.1786,5.79E-04,0.108,0.3155,0.1631,0.1306,6.49E-04,0.108,0.2711,4.65E-04,1.6112,0.4833,0.3441,0.0028,0.108,0.5913
81,0.2015,0.1469,0.0011,0.108,0.3095,4.20E-04,2.0982,0.357,0.2815,0.0015,0.108,0.465,0.3287,0.2391,0.0018,0.1081,0.4368,4.20E-04,5.915,0.5595,0.3497,0.0042,0.1081,0.6677,0.2919,0.2065,0.0017,0.1082,0.4001,4.20E-04,4.0156,0.4526,0.2926,0.0032,0.1082,0.5607,0.2562,0.1974,0.0012,0.108,0.3642,4.20E-04,2.8067,0.4856,0.3962,0.0018,0.108,0.5935,0.2597,0.2003,0.0012,0.108,0.3677,4.20E-04,2.8362,0.2159,0.1845,6.29E-04,0.108,0.3239,0.3525,0.2294,0.0025,0.1081,0.4606,4.20E-04,4.3736,1.0345,0.7072,0.0065,0.1081,1.1426,0.1917,0.1527,0.00078,0.1079,0.2996,0.00042,2.2703,0.2996,0.2117,0.0018,0.1079,0.4075,0.2597,0.2003,0.0012,0.108,0.3677,4.20E-04,2.8362,0.2159,0.1845,6.29E-04,0.108,0.3239,0.2058,0.1634,8.48E-04,0.108,0.3138,4.20E-04,2.328,0.4753,0.3391,0.0027,0.108,0.5833
82,0.2529,0.1865,0.0013,0.108,0.3609,3.77E-04,3.1931,0.3508,0.2753,0.0015,0.108,0.4588,0.3645,0.2434,0.0024,0.1081,0.4727,3.77E-04,6.3888,0.5493,0.3495,0.004,0.1081,0.6575,0.3428,0.2401,0.0021,0.1082,0.451,3.77E-04,5.7295,0.4558,0.2907,0.0033,0.1082,0.5639,0.2043,0.1662,7.63E-04,0.108,0.3123,3.77E-04,3.1184,0.4924,0.4011,0.0018,0.108,0.6003,0.2637,0.2028,0.0012,0.108,0.3717,3.77E-04,3.9588,0.2239,0.1891,6.97E-04,0.108,0.3319,0.3651,0.2416,0.0025,0.1081,0.4731,3.77E-04,5.3446,1.0415,0.714,0.0065,0.1081,1.1496,0.2736,0.2089,0.0013,0.1079,0.3816,0.000377,3.6803,0.2988,0.2108,0.0018,0.1079,0.4067,0.2637,0.2028,0.0012,0.108,0.3717,3.77E-04,3.9588,0.2239,0.1891,6.97E-04,0.108,0.3319,0.2141,0.1645,9.91E-04,0.108,0.3221,3.77E-04,3.1808,0.4691,0.3356,0.0027,0.108,0.5771
83,0.1989,0.154,8.97E-04,0.108,0.3069,3.36E-04,2.1679,0.3486,0.2719,0.0015,0.108,0.4566,0.2761,0.1993,0.0015,0.1081,0.3842,3.36E-04,4.26,0.538,0.3411,0.0039,0.1081,0.6462,0.2692,0.2001,0.0014,0.1082,0.3774,3.36E-04,4.208,0.4437,0.2771,0.0033,0.1082,0.5518,0.1987,0.1602,7.71E-04,0.108,0.3067,3.36E-04,2.42,0.4942,0.4025,0.0018,0.108,0.6021,0.1994,0.1598,7.91E-04,0.108,0.3074,3.36E-04,1.7235,0.2278,0.1911,7.33E-04,0.108,0.3358,0.4163,0.2705,0.0029,0.1081,0.5244,3.36E-04,6.9044,1.0418,0.7169,0.0065,0.1081,1.1499,0.2272,0.1888,0.000767,0.1079,0.3351,0.000336,2.0915,0.301,0.2125,0.0018,0.1079,0.409,0.1994,0.1598,7.91E-04,0.108,0.3074,3.36E-04,1.7235,0.2278,0.1911,7.33E-04,0.108,0.3358,0.2465,0.2017,8.96E-04,0.108,0.3545,3.36E-04,4.0957,0.4623,0.3308,0.0026,0.108,0.5703
84,0.169,0.1404,5.72E-04,0.108,0.277,2.97E-04,1.5963,0.3449,0.2681,0.0015,0.108,0.4529,0.3616,0.2507,0.0022,0.1081,0.4698,2.97E-04,6.2681,0.5444,0.3504,0.0039,0.1081,0.6526,0.2807,0.2032,0.0016,0.1082,0.3889,2.97E-04,3.9159,0.4326,0.2669,0.0033,0.1082,0.5408,0.2703,0.2055,0.0013,0.108,0.3783,2.97E-04,3.5566,0.4956,0.4031,0.0018,0.108,0.6036,0.2385,0.1713,0.0013,0.108,0.3465,2.97E-04,2.5211,0.2274,0.1911,7.24E-04,0.108,0.3354,0.3789,0.2571,0.0024,0.1081,0.487,2.97E-04,5.9848,1.0402,0.7182,0.0064,0.1081,1.1482,0.261,0.2072,0.0011,0.1079,0.369,0.000297,2.9977,0.2985,0.2095,0.0018,0.1079,0.4065,0.2385,0.1713,0.0013,0.108,0.3465,2.97E-04,2.5211,0.2274,0.1911,7.24E-04,0.108,0.3354,0.2293,0.1858,8.69E-04,0.108,0.3373,2.97E-04,2.3779,0.457,0.3283,0.0026,0.108,0.565
85,0.1833,0.1437,7.92E-04,0.108,0.2913,2.61E-04,1.831,0.3421,0.2649,0.0015,0.108,0.4501,0.3297,0.2365,0.0019,0.1081,0.4379,2.61E-04,3.8838,0.5447,0.352,0.0039,0.1081,0.6529,0.3382,0.2422,0.0019,0.1082,0.4464,2.61E-04,4.6594,0.4215,0.2606,0.0032,0.1082,0.5296,0.1956,0.1582,7.49E-04,0.108,0.3036,2.61E-04,3.4516,0.5032,0.408,0.0019,0.108,0.6111,0.2006,0.15,0.001,0.108,0.3086,2.61E-04,2.3507,0.2257,0.1918,6.79E-04,0.108,0.3337,0.3432,0.2323,0.0022,0.1081,0.4513,2.61E-04,4.1771,1.0374,0.7151,0.0064,0.1081,1.1455,0.1992,0.1656,0.000673,0.1079,0.3071,0.000261,2.1541,0.298,0.2109,0.0017,0.1079,0.4059,0.2006,0.15,0.001,0.108,0.3086,2.61E-04,2.3507,0.2257,0.1918,6.79E-04,0.108,0.3337,0.193,0.151,8.40E-04,0.108,0.301,2.61E-04,2.1305,0.4533,0.3254,0.0026,0.108,0.5614
86,0.2556,0.1852,0.0014,0.108,0.3636,2.27E-04,2.7767,0.3414,0.2635,0.0016,0.108,0.4494,0.3095,0.2407,0.0014,0.1081,0.4176,2.27E-04,3.8577,0.5588,0.3644,0.0039,0.1081,0.667,0.3078,0.2184,0.0018,0.1082,0.4159,2.27E-04,5.5936,0.4267,0.2667,0.0032,0.1082,0.5349,0.2458,0.1924,0.0011,0.108,0.3538,2.27E-04,2.8274,0.5069,0.4101,0.0019,0.108,0.6149,0.2012,0.1648,7.27E-04,0.108,0.3092,2.27E-04,2.2933,0.2236,0.1907,6.58E-04,0.108,0.3316,0.3764,0.2479,0.0026,0.1081,0.4844,2.27E-04,4.8426,1.0453,0.7206,0.0065,0.1081,1.1534,0.2143,0.1688,0.00091,0.1079,0.3223,0.000227,3.3168,0.2956,0.209,0.0017,0.1079,0.4036,0.2012,0.1648,7.27E-04,0.108,0.3092,2.27E-04,2.2933,0.2236,0.1907,6.58E-04,0.108,0.3316,0.2065,0.1564,0.001,0.108,0.3145,2.27E-04,2.8604,0.449,0.3222,0.0025,0.108,0.557
87,0.1859,0.1492,7.33E-04,0.108,0.2939,1.95E-04,1.7314,0.341,0.2623,0.0016,0.108,0.449,0.3143,0.2345,0.0016,0.1081,0.4225,1.95E-04,3.7929,0.5649,0.37,0.0039,0.1081,0.6731,0.2387,0.1811,0.0012,0.1082,0.3468,1.95E-04,2.8588,0.436,0.2748,0.0032,0.1082,0.5441,0.2172,0.1711,9.24E-04,0.108,0.3252,1.95E-04,2.6196,0.5134,0.4142,0.002,0.108,0.6214,0.2283,0.1696,0.0012,0.108,0.3363,1.95E-04,2.589,0.2222,0.1897,6.49E-04,0.108,0.3302,0.2949,0.2113,0.0017,0.1081,0.4029,1.95E-04,3.586,1.053,0.7256,0.0065,0.1081,1.1611,0.2595,0.2053,0.0011,0.1079,0.3675,0.000195,2.7514,0.2923,0.2069,0.0017,0.1079,0.4002,0.2283,0.1696,0.0012,0.108,0.3363,1.95E-04,2.589,0.2222,0.1897,6.49E-04,0.108,0.3302,0.2182,0.1745,8.74E-04,0.108,0.3262,1.95E-04,2.302,0.448,0.322,0.0025,0.108,0.556
88,0.1989,0.1482,0.001,0.108,0.3069,1.65E-04,2.5891,0.3363,0.258,0.0016,0.108,0.4443,0.3874,0.266,0.0024,0.1081,0.4956,1.65E-04,4.6596,0.5767,0.3833,0.0039,0.1081,0.6848,0.3355,0.2505,0.0017,0.1082,0.4436,1.65E-04,4.8558,0.4493,0.2845,0.0033,0.1082,0.5574,0.2134,0.1623,0.001,0.108,0.3214,1.65E-04,2.2852,0.5117,0.412,0.002,0.108,0.6197,0.2096,0.1662,8.68E-04,0.108,0.3176,1.65E-04,2.3557,0.2207,0.1879,6.57E-04,0.108,0.3287,0.3836,0.2532,0.0026,0.1081,0.4917,1.65E-04,4.152,1.0578,0.7306,0.0065,0.1081,1.1659,0.2528,0.198,0.0011,0.1079,0.3607,0.000165,2.9486,0.2908,0.2054,0.0017,0.1079,0.3988,0.2096,0.1662,8.68E-04,0.108,0.3176,1.65E-04,2.3557,0.2207,0.1879,6.57E-04,0.108,0.3287,0.2644,0.2108,0.0011,0.108,0.3725,1.65E-04,6.0519,0.4492,0.3222,0.0025,0.108,0.5572
89,0.2112,0.1686,8.52E-04,0.108,0.3192,1.38E-04,1.9592,0.3281,0.251,0.0015,0.108,0.4361,0.2631,0.1881,0.0015,0.1081,0.3713,1.38E-04,3.4597,0.5936,0.4013,0.0038,0.1081,0.7018,0.3017,0.2239,0.0016,0.1082,0.4099,1.38E-04,3.0999,0.4578,0.2888,0.0034,0.1082,0.5659,0.2023,0.1608,8.31E-04,0.108,0.3103,1.38E-04,2.9683,0.5096,0.4109,0.002,0.108,0.6176,0.2657,0.201,0.0013,0.108,0.3737,1.38E-04,2.9945,0.2199,0.1867,6.63E-04,0.108,0.3279,0.4199,0.2713,0.003,0.1081,0.528,1.38E-04,6.9211,1.0542,0.7277,0.0065,0.1081,1.1623,0.2126,0.1649,0.000953,0.1079,0.3205,0.000138,3.8924,0.2836,0.1994,0.0017,0.1079,0.3915,0.2657,0.201,0.0013,0.108,0.3737,1.38E-04,2.9945,0.2199,0.1867,6.63E-04,0.108,0.3279,0.1951,0.1464,9.75E-04,0.108,0.3032,1.38E-04,2.0219,0.4444,0.3177,0.0025,0.108,0.5524
90,0.1852,0.1442,8.20E-04,0.108,0.2932,1.13E-04,1.5137,0.3251,0.248,0.0015,0.108,0.4331,0.4691,0.3036,0.0033,0.1081,0.5772,1.13E-04,5.5036,0.6067,0.4181,0.0038,0.1081,0.7148,0.2771,0.206,0.0014,0.1082,0.3852,1.13E-04,3.187,0.4555,0.2836,0.0034,0.1082,0.5637,0.2182,0.1653,0.0011,0.108,0.3262,1.13E-04,2.387,0.5123,0.4127,0.002,0.108,0.6203,0.2057,0.1632,8.49E-04,0.108,0.3137,1.13E-04,2.3998,0.2182,0.1855,6.55E-04,0.108,0.3262,0.3415,0.2384,0.0021,0.1081,0.4496,1.13E-04,4.5294,1.0501,0.7234,0.0065,0.1081,1.1582,0.2468,0.1932,0.0011,0.1079,0.3548,0.000113,2.8063,0.2843,0.2004,0.0017,0.1079,0.3922,0.2057,0.1632,8.49E-04,0.108,0.3137,1.13E-04,2.3998,0.2182,0.1855,6.55E-04,0.108,0.3262,0.2352,0.1894,9.15E-04,0.108,0.3432,1.13E-04,2.6458,0.4446,0.3167,0.0026,0.108,0.5526
91,0.2156,0.161,0.0011,0.108,0.3236,9.10E-05,3.4613,0.3251,0.2483,0.0015,0.108,0.4331,0.4061,0.2571,0.003,0.1081,0.5142,9.10E-05,4.6234,0.6151,0.4254,0.0038,0.1081,0.7233,0.2567,0.1883,0.0014,0.1082,0.3648,9.10E-05,3.656,0.4567,0.2843,0.0034,0.1082,0.5648,0.2035,0.1693,6.85E-04,0.108,0.3115,9.10E-05,2.1032,0.5161,0.4151,0.002,0.108,0.6241,0.2232,0.1606,0.0013,0.108,0.3313,9.10E-05,2.7673,0.216,0.1833,6.54E-04,0.108,0.324,0.3218,0.2158,0.0021,0.1081,0.4298,9.10E-05,3.3951,1.059,0.7266,0.0066,0.1081,1.1671,0.2881,0.2357,0.001,0.1079,0.396,0.000091,3.7075,0.2882,0.2042,0.0017,0.1079,0.3962,0.2232,0.1606,0.0013,0.108,0.3313,9.10E-05,2.7673,0.216,0.1833,6.54E-04,0.108,0.324,0.212,0.1427,0.0014,0.108,0.32,9.10E-05,2.9955,0.4425,0.3155,0.0025,0.108,0.5506
92,0.212,0.1666,9.07E-04,0.108,0.32,7.10E-05,2.2611,0.3241,0.2481,0.0015,0.108,0.4321,0.2972,0.2149,0.0016,0.1081,0.4054,7.10E-05,4.2086,0.6122,0.426,0.0037,0.1081,0.7204,0.242,0.1714,0.0014,0.1082,0.3501,7.10E-05,3.2194,0.4559,0.2852,0.0034,0.1082,0.5641,0.2656,0.2176,9.60E-04,0.108,0.3735,7.10E-05,3.3129,0.5196,0.4171,0.002,0.108,0.6275,0.2154,0.1604,0.0011,0.108,0.3234,7.10E-05,2.9714,0.2164,0.1836,6.55E-04,0.108,0.3244,0.3966,0.249,0.003,0.1081,0.5047,7.10E-05,5.3842,1.0548,0.7231,0.0066,0.1081,1.1629,0.234,0.1872,0.000936,0.1079,0.3419,0.000071,2.4891,0.29,0.2061,0.0017,0.1079,0.3979,0.2154,0.1604,0.0011,0.108,0.3234,7.10E-05,2.9714,0.2164,0.1836,6.55E-04,0.108,0.3244,0.2268,0.1724,0.0011,0.108,0.3348,7.10E-05,2.7831,0.4416,0.3149,0.0025,0.108,0.5496
93,0.1852,0.1496,7.12E-04,0.108,0.2932,5.35E-05,2.0245,0.3231,0.2475,0.0015,0.108,0.4311,0.3152,0.2138,0.002,0.1081,0.4234,5.35E-05,3.5999,0.6047,0.4192,0.0037,0.1081,0.7128,0.3391,0.2469,0.0018,0.1082,0.4472,5.35E-05,3.5333,0.4487,0.2789,0.0034,0.1082,0.5569,0.2246,0.1772,9.48E-04,0.108,0.3326,5.35E-05,2.4543,0.5172,0.4153,0.002,0.108,0.6252,0.2215,0.1788,8.55E-04,0.108,0.3295,5.35E-05,2.7718,0.2168,0.1843,6.49E-04,0.108,0.3248,0.3673,0.2341,0.0027,0.1081,0.4754,5.35E-05,4.4137,1.0573,0.7253,0.0066,0.1081,1.1654,0.1799,0.1409,0.000781,0.1079,0.2879,0.000053,1.3035,0.2938,0.2099,0.0017,0.1079,0.4018,0.2215,0.1788,8.55E-04,0.108,0.3295,5.35E-05,2.7718,0.2168,0.1843,6.49E-04,0.108,0.3248,0.2139,0.1561,0.0012,0.108,0.3219,5.35E-05,2.8471,0.4421,0.3151,0.0025,0.108,0.5501
94,0.1961,0.1502,9.18E-04,0.108,0.3041,3.84E-05,1.9022,0.3227,0.2469,0.0015,0.108,0.4307,0.3062,0.2107,0.0019,0.1081,0.4143,3.84E-05,3.5082,0.5884,0.406,0.0036,0.1081,0.6965,0.3027,0.2452,0.0012,0.1082,0.4108,3.84E-05,3.1877,0.4414,0.2729,0.0034,0.1082,0.5496,0.2448,0.1809,0.0013,0.108,0.3528,3.84E-05,2.9567,0.5135,0.4122,0.002,0.108,0.6215,0.1864,0.1462,8.03E-04,0.108,0.2944,3.84E-05,2.4003,0.2152,0.183,6.44E-04,0.108,0.3232,0.3537,0.2467,0.0021,0.1081,0.4618,3.84E-05,4.1745,1.0498,0.7191,0.0066,0.1081,1.1578,0.2086,0.1597,0.000978,0.1079,0.3166,0.000038,2.8535,0.2929,0.2091,0.0017,0.1079,0.4008,0.1864,0.1462,8.03E-04,0.108,0.2944,3.84E-05,2.4003,0.2152,0.183,6.44E-04,0.108,0.3232,0.2616,0.1946,0.0013,0.108,0.3696,3.84E-05,3.6357,0.4411,0.3141,0.0025,0.108,0.5491
95,0.1835,0.1422,8.27E-04,0.108,0.2915,2.58E-05,1.8528,0.3221,0.2458,0.0015,0.108,0.4301,0.3716,0.2503,0.0024,0.1081,0.4797,2.58E-05,4.5694,0.5775,0.3974,0.0036,0.1081,0.6857,0.3388,0.2394,0.002,0.1082,0.447,2.58E-05,4.9719,0.4379,0.2718,0.0033,0.1082,0.5461,0.2607,0.199,0.0012,0.108,0.3687,2.58E-05,4.0079,0.5078,0.4084,0.002,0.108,0.6158,0.2984,0.2263,0.0014,0.108,0.4064,2.58E-05,2.836,0.2127,0.1807,6.39E-04,0.108,0.3207,0.3325,0.2206,0.0022,0.1081,0.4405,2.58E-05,3.977,1.0558,0.7228,0.0067,0.1081,1.1639,0.2329,0.1839,0.000981,0.1079,0.3409,0.000026,2.6521,0.2905,0.2072,0.0017,0.1079,0.3985,0.2984,0.2263,0.0014,0.108,0.4064,2.58E-05,2.836,0.2127,0.1807,6.39E-04,0.108,0.3207,0.2362,0.1698,0.0013,0.108,0.3442,2.58E-05,2.7058,0.4415,0.3144,0.0025,0.108,0.5496
96,0.1894,0.1459,8.70E-04,0.108,0.2974,1.57E-05,2.7287,0.3222,0.246,0.0015,0.108,0.4302,0.3531,0.2608,0.0018,0.1081,0.4613,1.57E-05,6.8418,0.5691,0.3905,0.0036,0.1081,0.6772,0.2759,0.1959,0.0016,0.1082,0.3841,1.57E-05,4.3724,0.4288,0.2683,0.0032,0.1082,0.537,0.248,0.1825,0.0013,0.108,0.3559,1.57E-05,3.9381,0.4958,0.4004,0.0019,0.108,0.6038,0.1969,0.1479,9.80E-04,0.108,0.3049,1.57E-05,2.9656,0.2122,0.1802,6.41E-04,0.108,0.3202,0.3391,0.2285,0.0022,0.1081,0.4472,1.57E-05,5.1887,1.0617,0.7282,0.0067,0.1081,1.1698,0.2493,0.1909,0.0012,0.1079,0.3573,0.000016,2.8454,0.2943,0.2109,0.0017,0.1079,0.4023,0.1969,0.1479,9.80E-04,0.108,0.3049,1.57E-05,2.9656,0.2122,0.1802,6.41E-04,0.108,0.3202,0.2056,0.1549,0.001,0.108,0.3136,1.57E-05,1.9126,0.4395,0.3125,0.0025,0.108,0.5475
97,0.2168,0.1701,9.34E-04,0.108,0.3248,8.13E-06,2.7798,0.32,0.2431,0.0015,0.108,0.428,0.3268,0.241,0.0017,0.1081,0.435,8.13E-06,3.8417,0.5756,0.3966,0.0036,0.1081,0.6838,0.26,0.1732,0.0017,0.1082,0.3681,8.13E-06,3.029,0.429,0.2686,0.0032,0.1082,0.5372,0.2003,0.1573,8.61E-04,0.108,0.3083,8.13E-06,2.4935,0.4962,0.4007,0.0019,0.108,0.6041,0.2232,0.1727,0.001,0.108,0.3312,8.13E-06,2.7635,0.213,0.1811,6.38E-04,0.108,0.321,0.419,0.2744,0.0029,0.1081,0.5271,8.13E-06,6.0356,1.0589,0.7285,0.0066,0.1081,1.167,0.2053,0.17,0.000706,0.1079,0.3133,0.000008,2.5476,0.2961,0.2118,0.0017,0.1079,0.404,0.2232,0.1727,0.001,0.108,0.3312,8.13E-06,2.7635,0.213,0.1811,6.38E-04,0.108,0.321,0.2131,0.1577,0.0011,0.108,0.3212,8.13E-06,2.3946,0.4443,0.3146,0.0026,0.108,0.5523
98,0.1751,0.1381,7.39E-04,0.108,0.2831,3.04E-06,1.7508,0.3196,0.2419,0.0016,0.108,0.4276,0.2945,0.2078,0.0017,0.1081,0.4026,3.04E-06,3.5588,0.5675,0.3889,0.0036,0.1081,0.6757,0.2954,0.2228,0.0015,0.1082,0.4036,3.04E-06,3.3146,0.428,0.269,0.0032,0.1082,0.5362,0.2671,0.2016,0.0013,0.108,0.375,3.04E-06,2.8641,0.4929,0.3978,0.0019,0.108,0.6008,0.2308,0.1855,9.05E-04,0.108,0.3388,3.04E-06,2.1848,0.212,0.1804,6.33E-04,0.108,0.32,0.3411,0.234,0.0021,0.1081,0.4492,3.04E-06,3.6691,1.0598,0.7287,0.0066,0.1081,1.1679,0.2107,0.1764,0.000685,0.1079,0.3186,0.000003,2.993,0.2993,0.214,0.0017,0.1079,0.4073,0.2308,0.1855,9.05E-04,0.108,0.3388,3.04E-06,2.1848,0.212,0.1804,6.33E-04,0.108,0.32,0.2258,0.1764,9.89E-04,0.108,0.3338,3.04E-06,1.6447,0.4424,0.3127,0.0026,0.108,0.5505
99,0.2878,0.2176,0.0014,0.108,0.3958,4.60E-07,4.0017,0.3173,0.2392,0.0016,0.108,0.4253,0.3092,0.1989,0.0022,0.1081,0.4174,4.60E-07,3.9617,0.5607,0.3802,0.0036,0.1081,0.6689,0.3583,0.2671,0.0018,0.1082,0.4664,4.60E-07,4.5912,0.4226,0.2648,0.0032,0.1082,0.5308,0.1962,0.1488,9.48E-04,0.108,0.3042,4.60E-07,2.1128,0.4892,0.3957,0.0019,0.108,0.5972,0.2061,0.1528,0.0011,0.108,0.3141,4.60E-07,2.2052,0.2117,0.1802,6.31E-04,0.108,0.3197,0.3673,0.2477,0.0024,0.1081,0.4754,4.60E-07,6.2848,1.0611,0.7322,0.0066,0.1081,1.1692,0.1954,0.1595,0.000717,0.1079,0.3034,0,2.7213,0.2973,0.212,0.0017,0.1079,0.4052,0.2061,0.1528,0.0011,0.108,0.3141,4.60E-07,2.2052,0.2117,0.1802,6.31E-04,0.108,0.3197,0.3279,0.2126,0.0023,0.108,0.436,4.60E-07,4.7165,0.4419,0.3122,0.0026,0.108,0.5499
100,0.1811,0.1375,8.73E-04,0.108,0.2891,4.00E-07,2.4587,0.3161,0.2383,0.0016,0.108,0.4241,0.3337,0.2326,0.002,0.1081,0.4418,4.00E-07,3.7226,0.5666,0.3886,0.0036,0.1081,0.6747,0.2434,0.1819,0.0012,0.1082,0.3515,4.00E-07,3.1855,0.4229,0.266,0.0031,0.1082,0.5311,0.2617,0.2095,0.001,0.108,0.3697,4.00E-07,2.7267,0.4894,0.3962,0.0019,0.108,0.5974,0.2182,0.1709,9.46E-04,0.108,0.3262,4.00E-07,2.0615,0.2122,0.1803,6.38E-04,0.108,0.3202,0.3954,0.272,0.0025,0.1081,0.5035,4.00E-07,4.392,1.0573,0.7295,0.0066,0.1081,1.1653,0.2335,0.1848,0.000975,0.1079,0.3415,0,2.9979,0.2993,0.214,0.0017,0.1079,0.4072,0.2182,0.1709,9.46E-04,0.108,0.3262,4.00E-07,2.0615,0.2122,0.1803,6.38E-04,0.108,0.3202,0.2286,0.1691,0.0012,0.108,0.3367,4.00E-07,2.4995,0.441,0.3113,0.0026,0.108,0.5491
